projection_idx,attribute_idx,weight
1,0,1
2,0,1
3,2,1
4,0,-1
4,2,-1
5,0,-1
5,1,1
6,1,1
7,0,1
7,1,-1
7,2,-1
8,1,1
8,2,1
0,0,-1
0,1,-1
0,2,-1
1,1,-1
1,2,1
2,1,1
3,2,1
4,0,1
4,1,-1
4,2,1
5,1,1
5,2,-1
6,0,-1
6,1,1
6,2,-1
7,1,1
8,2,1
0,0,1
1,0,1
2,2,1
3,1,1
4,0,-1
4,1,-1
5,0,-1
5,1,1
6,0,1
6,1,1
6,2,-1
7,0,-1
7,1,-1
7,2,1
8,1,1
8,2,-1
0,0,1
0,2,1
1,1,1
2,0,1
2,1,-1
2,2,-1
3,0,1
3,1,-1
4,1,1
4,2,-1
5,1,1
6,0,1
7,0,-1
7,2,-1
8,0,1
8,1,-1
8,2,-1
0,0,-1
0,1,1
1,1,-1
1,2,1
2,0,1
2,1,-1
2,2,1
3,2,1
4,0,1
4,2,1
5,0,-1
5,1,-1
6,0,-1
6,2,-1
7,0,-1
7,2,1
8,0,-1
8,1,1
0,0,1
0,2,-1
1,0,1
1,2,1
2,0,-1
2,1,-1
2,2,1
3,0,1
3,2,1
4,0,1
4,1,1
4,2,-1
5,0,-1
5,1,-1
6,0,1
6,1,1
6,2,1
7,0,-1
7,1,1
7,2,-1
8,0,1
8,1,1
8,2,1
0,1,1
1,0,-1
1,1,1
1,2,1
2,2,1
3,1,-1
3,2,-1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,2,1
6,0,-1
6,1,-1
7,2,1
8,2,1
0,0,-1
0,1,-1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,2,1
3,2,1
4,2,1
5,0,1
5,2,1
6,0,1
6,1,1
6,2,1
7,1,1
8,0,1
8,1,-1
8,2,-1
0,0,1
0,1,1
1,0,1
1,1,-1
2,0,1
3,0,-1
3,1,-1
4,0,1
5,0,-1
5,1,-1
5,2,1
6,0,1
6,1,1
6,2,-1
7,1,1
8,1,1
0,0,-1
0,1,-1
1,0,-1
1,1,-1
2,0,1
2,1,1
3,0,1
3,1,-1
3,2,-1
4,0,1
4,2,1
5,1,-1
5,2,-1
6,0,-1
6,1,-1
6,2,1
7,1,-1
7,2,-1
8,1,-1
8,2,1
0,0,1
0,2,1
1,1,-1
1,2,-1
2,0,-1
2,1,-1
3,0,1
3,1,1
3,2,-1
4,0,-1
4,2,1
5,1,1
5,2,-1
6,0,1
6,2,-1
7,0,1
8,0,1
8,1,1
8,2,1
0,0,-1
0,1,1
0,2,1
1,0,1
1,1,-1
1,2,-1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
5,0,1
5,2,1
6,0,1
6,1,-1
7,0,-1
7,1,1
8,0,1
8,1,-1
0,1,1
0,2,1
1,0,-1
1,1,1
2,0,1
2,1,1
2,2,1
3,1,1
3,2,1
4,0,1
4,1,-1
4,2,-1
5,1,-1
5,2,1
6,1,-1
6,2,-1
7,2,1
8,0,-1
8,1,-1
8,2,-1
0,0,1
0,1,1
0,2,-1
1,0,1
1,1,1
2,0,1
2,1,1
3,0,1
3,1,-1
3,2,-1
4,0,-1
4,2,1
5,0,-1
5,1,1
5,2,-1
6,0,-1
6,1,-1
6,2,-1
7,0,1
8,2,1
0,0,-1
0,2,-1
1,1,1
2,0,1
2,2,-1
3,0,-1
3,1,1
3,2,-1
4,1,1
4,2,1
5,0,1
5,1,-1
6,0,-1
6,1,1
6,2,-1
7,0,-1
7,1,1
7,2,1
8,1,-1
8,2,-1
0,0,1
1,0,1
2,0,-1
2,1,1
2,2,1
3,0,1
4,2,1
5,0,-1
5,2,1
6,0,-1
6,2,-1
7,0,1
8,0,-1
8,1,-1
0,1,1
0,2,1
1,2,1
2,0,-1
2,2,1
3,0,1
4,0,1
4,1,-1
4,2,1
5,1,1
6,1,1
7,0,1
7,1,1
8,1,-1
8,2,-1
0,1,1
0,2,1
1,1,-1
1,2,1
2,1,1
2,2,-1
3,0,1
3,1,-1
3,2,-1
4,0,1
4,1,1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,0,1
7,0,-1
7,1,1
7,2,1
8,0,-1
8,1,1
8,2,1
0,2,1
1,2,1
2,0,-1
2,1,1
2,2,-1
3,0,1
3,1,1
4,0,1
4,2,1
5,0,1
5,1,1
5,2,-1
6,0,-1
6,1,1
6,2,-1
7,0,1
8,1,1
8,2,-1
0,0,1
0,2,1
1,0,-1
1,1,-1
2,1,-1
2,2,-1
3,0,-1
3,1,1
3,2,-1
4,0,-1
4,2,1
5,0,1
6,0,1
6,1,1
6,2,-1
7,1,1
8,0,-1
8,2,1
0,0,-1
0,1,-1
0,2,1
1,0,-1
1,1,1
1,2,1
2,1,-1
2,2,-1
3,1,1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,1,-1
6,2,-1
7,0,1
8,0,1
8,1,1
8,2,1
0,0,-1
0,1,-1
0,2,-1
1,0,-1
1,1,1
1,2,-1
2,0,-1
2,2,-1
3,0,-1
3,1,1
4,0,1
4,1,1
4,2,-1
5,1,1
5,2,1
6,1,1
7,1,1
7,2,-1
8,0,1
8,1,-1
8,2,-1
0,0,1
0,1,1
0,2,-1
1,0,1
1,1,1
1,2,-1
2,0,1
2,2,-1
3,0,1
3,1,-1
4,1,1
4,2,-1
5,0,-1
5,1,-1
6,0,-1
6,1,1
6,2,1
7,1,1
7,2,1
8,0,-1
8,1,-1
8,2,-1
0,0,-1
0,2,-1
1,0,-1
1,1,-1
1,2,-1
2,0,-1
2,1,1
3,0,1
3,1,1
3,2,1
4,0,-1
4,1,-1
5,1,1
6,1,1
7,0,-1
7,1,1
7,2,-1
8,1,1
8,2,1
0,0,-1
0,1,1
0,2,1
1,2,1
2,0,1
2,1,1
2,2,-1
3,0,1
3,2,-1
4,0,1
4,1,1
4,2,1
5,0,1
5,1,1
6,0,1
6,2,-1
7,0,-1
7,1,-1
7,2,1
8,1,1
8,2,-1
0,1,1
1,0,1
1,2,1
2,0,-1
2,1,-1
2,2,1
3,1,1
3,2,-1
4,0,1
4,2,-1
5,1,-1
5,2,1
6,0,1
7,0,-1
7,1,1
7,2,1
8,1,1
0,1,-1
0,2,1
1,0,1
1,1,1
2,0,1
2,1,1
3,0,1
3,1,-1
3,2,1
4,2,1
5,1,1
6,0,1
6,1,1
6,2,-1
7,0,1
7,1,1
7,2,1
8,0,-1
8,2,1
0,0,-1
0,1,1
1,0,1
1,1,-1
2,0,-1
2,1,1
2,2,-1
3,0,-1
3,1,-1
4,1,1
5,0,-1
5,2,-1
6,1,1
7,0,1
7,2,1
8,1,-1
8,2,1
0,1,-1
0,2,1
1,1,1
1,2,1
2,0,-1
2,1,1
3,1,1
3,2,-1
4,2,1
5,0,1
5,1,-1
5,2,-1
6,1,1
7,1,1
8,2,1
0,0,1
0,1,-1
0,2,-1
1,0,1
1,1,-1
1,2,-1
2,0,1
2,2,1
3,1,1
4,1,-1
4,2,-1
5,0,1
5,2,-1
6,0,-1
6,1,1
7,2,1
8,0,1
8,1,-1
8,2,1
0,0,1
0,1,-1
0,2,-1
1,0,-1
1,1,-1
1,2,-1
2,2,1
3,0,-1
3,1,1
3,2,-1
4,0,-1
4,1,1
4,2,1
5,0,-1
5,2,-1
6,0,1
6,1,-1
7,0,1
7,1,-1
7,2,1
8,1,-1
8,2,1
0,1,1
0,2,1
1,0,1
1,1,1
1,2,-1
2,0,-1
2,1,1
3,1,1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,2,1
7,0,1
7,1,-1
8,0,-1
8,2,-1
0,0,1
0,1,1
1,0,-1
1,1,1
1,2,-1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
4,1,1
5,1,1
6,1,1
7,0,1
8,0,1
8,1,-1
8,2,-1
0,0,1
1,0,-1
1,1,-1
1,2,-1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
5,1,-1
5,2,1
6,1,1
7,1,1
7,2,-1
8,0,1
8,1,-1
8,2,1
0,0,-1
0,1,1
0,2,1
1,0,-1
1,2,-1
2,1,1
3,2,1
4,0,-1
4,2,-1
5,2,1
6,0,1
6,1,1
6,2,1
7,0,-1
7,1,-1
7,2,1
8,0,1
8,1,-1
8,2,-1
0,2,1
1,0,1
1,1,-1
2,1,1
3,1,1
3,2,1
4,0,1
5,0,-1
5,1,1
6,0,1
6,1,1
6,2,1
7,0,1
7,1,1
7,2,1
8,0,1
8,2,1
0,0,1
0,1,-1
0,2,-1
1,1,1
2,0,-1
2,1,-1
3,0,-1
3,2,1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,0,-1
6,1,1
7,0,1
7,1,1
8,0,1
0,1,-1
0,2,1
1,0,1
1,1,-1
1,2,-1
2,0,-1
2,2,-1
3,0,1
3,2,1
4,0,1
5,0,1
5,1,1
5,2,-1
6,0,-1
6,1,-1
6,2,-1
7,1,1
7,2,1
8,0,1
8,2,-1
0,0,1
1,0,1
1,2,1
2,1,1
2,2,1
3,1,1
3,2,1
4,0,-1
4,1,1
4,2,1
5,2,1
6,0,-1
6,1,1
6,2,1
7,0,1
7,1,-1
7,2,-1
8,0,-1
8,1,-1
8,2,1
0,0,1
0,2,1
1,0,-1
1,1,-1
2,2,1
3,0,-1
3,1,-1
3,2,-1
4,0,-1
4,2,-1
5,2,1
6,0,-1
6,1,1
6,2,1
7,0,1
7,2,-1
8,2,1
0,1,1
0,2,-1
1,0,-1
1,1,-1
1,2,1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,1,1
5,2,-1
6,0,1
6,2,1
7,2,1
8,0,1
0,0,-1
0,2,-1
1,0,-1
1,2,-1
2,0,1
2,1,1
2,2,1
3,0,1
4,0,-1
4,1,1
5,0,1
5,1,1
5,2,1
6,0,-1
6,2,1
7,1,1
8,0,1
0,0,-1
0,1,1
0,2,1
1,0,-1
1,1,1
1,2,1
2,0,1
3,1,1
4,1,1
5,1,-1
5,2,-1
6,0,1
6,1,-1
6,2,-1
7,0,-1
7,2,-1
8,1,-1
8,2,-1
0,0,1
0,1,1
1,0,1
1,1,-1
1,2,-1
2,1,1
2,2,1
3,0,1
3,1,1
4,0,-1
4,1,1
4,2,1
5,0,-1
5,1,-1
6,1,1
7,1,-1
7,2,1
8,0,-1
8,1,1
8,2,-1
0,0,-1
0,2,1
1,0,-1
1,1,-1
2,0,-1
2,2,1
3,0,1
3,1,1
3,2,-1
4,1,1
4,2,1
5,0,-1
5,2,1
6,0,-1
6,1,1
6,2,-1
7,0,1
7,2,-1
8,2,1
0,1,1
1,1,-1
1,2,1
2,0,1
2,1,1
2,2,1
3,0,-1
3,1,1
3,2,-1
4,2,1
5,0,1
5,1,-1
5,2,1
6,0,1
7,0,1
8,1,1
0,0,1
0,1,-1
0,2,-1
1,0,-1
1,1,1
1,2,-1
2,0,1
2,1,1
2,2,1
3,1,-1
3,2,-1
4,0,1
4,2,-1
5,0,-1
5,1,1
6,0,1
6,1,-1
6,2,-1
7,1,-1
7,2,1
8,0,-1
8,1,-1
0,0,-1
0,1,-1
1,0,1
1,2,-1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
3,2,-1
4,0,1
4,1,1
4,2,-1
5,0,-1
5,1,1
5,2,1
6,2,1
7,0,-1
7,1,-1
7,2,1
8,0,1
0,0,-1
0,1,1
0,2,1
1,0,1
1,2,1
2,2,1
3,1,1
4,1,1
5,0,1
6,0,1
7,2,1
8,0,1
8,1,-1
0,0,1
0,1,-1
0,2,1
1,0,1
1,1,-1
1,2,-1
2,0,1
2,1,1
2,2,-1
3,0,1
3,1,-1
4,0,-1
4,2,-1
5,0,-1
5,2,-1
6,2,1
7,0,1
7,2,-1
8,1,1
0,0,-1
0,1,-1
0,2,1
1,0,-1
1,1,-1
2,1,1
2,2,-1
3,0,-1
3,1,1
3,2,1
4,0,1
4,2,-1
5,0,1
5,2,1
6,1,1
6,2,1
7,0,-1
7,1,-1
7,2,-1
8,0,-1
8,1,1
8,2,1
0,1,-1
0,2,-1
1,0,1
1,1,1
1,2,1
2,2,1
3,0,1
4,2,1
5,1,1
6,2,1
7,0,-1
7,2,1
8,1,1
8,2,1
0,0,1
0,1,1
1,0,1
2,0,-1
2,2,1
3,0,-1
3,1,-1
3,2,1
4,0,1
4,1,1
5,0,1
5,1,-1
6,0,-1
6,2,1
7,0,1
7,2,1
8,0,1
0,0,-1
0,1,-1
1,0,-1
1,1,-1
1,2,-1
2,0,-1
2,2,-1
3,2,1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,1,-1
5,2,-1
6,1,-1
6,2,1
7,0,-1
7,2,1
8,0,1
8,2,-1
0,1,1
0,2,1
1,1,1
1,2,1
2,1,-1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,1,1
5,2,1
6,2,1
7,0,-1
7,2,-1
8,1,1
8,2,1
0,0,-1
0,1,1
1,2,1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
5,1,1
5,2,1
6,0,-1
6,1,1
7,1,1
8,0,1
8,1,1
8,2,-1
0,0,1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,1,-1
2,2,-1
3,1,1
3,2,-1
4,0,1
5,1,-1
5,2,1
6,0,1
6,2,-1
7,0,1
7,1,1
7,2,1
8,0,-1
8,1,1
0,0,1
0,1,-1
0,2,1
1,0,-1
1,1,-1
2,0,-1
2,1,1
2,2,1
3,1,-1
3,2,-1
4,1,-1
4,2,-1
5,0,-1
5,1,-1
5,2,-1
6,0,1
6,1,-1
6,2,1
7,0,1
7,1,1
7,2,-1
8,0,-1
8,1,-1
0,0,1
0,2,-1
1,0,1
1,2,-1
2,0,1
2,1,-1
3,0,1
4,0,-1
4,1,-1
5,1,1
5,2,-1
6,1,-1
6,2,1
7,0,-1
7,2,1
8,0,1
0,2,1
1,0,-1
1,1,-1
1,2,-1
2,0,-1
2,2,1
3,1,-1
3,2,-1
4,0,1
4,1,-1
4,2,-1
5,0,1
6,1,-1
6,2,1
7,0,-1
7,1,1
7,2,-1
8,0,-1
8,2,-1
0,0,1
0,1,-1
1,0,-1
1,2,-1
2,1,-1
2,2,1
3,0,1
3,1,1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,0,-1
6,1,1
6,2,-1
7,0,1
7,1,-1
8,0,1
0,0,-1
0,1,1
0,2,1
1,0,-1
1,1,-1
1,2,1
2,0,-1
2,1,1
2,2,-1
3,2,1
4,0,1
4,1,-1
5,0,-1
5,1,1
5,2,-1
6,0,-1
6,1,1
6,2,-1
7,0,-1
7,1,-1
7,2,1
8,1,-1
8,2,-1
0,2,1
1,1,-1
1,2,1
2,1,-1
2,2,-1
3,0,1
3,1,-1
4,0,-1
4,2,-1
5,0,1
5,2,-1
6,0,-1
6,2,-1
7,0,1
7,2,-1
8,0,1
8,1,1
8,2,-1
0,0,-1
0,1,1
1,1,1
2,0,-1
2,1,1
2,2,1
3,0,-1
3,2,1
4,0,1
5,0,-1
5,1,-1
5,2,1
6,0,1
7,1,-1
7,2,-1
8,1,1
0,0,1
0,1,1
1,2,1
2,1,-1
2,2,-1
3,1,1
4,0,-1
4,1,1
4,2,-1
5,1,1
5,2,1
6,1,1
6,2,-1
7,0,1
7,2,-1
8,0,-1
8,1,1
8,2,-1
0,0,-1
0,1,-1
1,0,1
1,2,-1
2,0,1
2,1,-1
3,0,1
3,1,1
3,2,-1
4,0,1
4,1,1
4,2,1
5,1,1
5,2,-1
6,0,1
6,1,-1
6,2,1
7,0,-1
7,2,-1
8,0,-1
8,2,1
0,1,1
0,2,1
1,1,-1
1,2,-1
2,1,-1
2,2,-1
3,0,1
3,1,-1
3,2,-1
4,0,-1
4,2,-1
5,0,-1
5,1,-1
5,2,-1
6,0,1
6,2,-1
7,1,1
7,2,-1
8,0,-1
8,1,1
0,1,-1
0,2,-1
1,1,-1
1,2,-1
2,0,1
2,1,1
3,1,1
3,2,-1
4,0,1
4,2,-1
5,0,-1
5,1,-1
6,0,-1
6,1,-1
6,2,1
7,2,1
8,1,-1
8,2,1
0,1,1
1,0,1
1,1,-1
2,0,1
3,0,1
4,0,1
4,1,-1
4,2,1
5,0,1
5,1,-1
5,2,1
6,0,-1
6,1,-1
6,2,-1
7,0,1
7,1,1
8,0,1
8,2,-1
0,0,-1
0,1,-1
1,1,1
2,0,-1
2,2,-1
3,2,1
4,2,1
5,0,-1
5,1,1
6,2,1
7,0,1
7,2,1
8,0,-1
8,2,1
0,0,-1
0,2,-1
1,0,1
2,0,1
2,1,1
2,2,1
3,0,1
3,1,1
3,2,-1
4,0,1
4,1,1
4,2,1
5,0,1
6,0,1
6,2,-1
7,0,1
7,1,-1
8,0,1
8,1,1
8,2,-1
0,0,1
0,1,1
0,2,1
1,0,1
1,1,1
1,2,1
2,1,-1
2,2,1
3,0,-1
3,2,1
4,0,-1
4,2,1
5,2,1
6,0,1
6,2,1
7,1,1
8,0,1
8,1,-1
0,2,1
1,1,1
1,2,1
2,0,-1
2,1,-1
3,0,1
4,0,1
4,2,1
5,1,1
6,0,-1
6,1,1
6,2,1
7,0,1
7,1,1
8,2,1
0,1,-1
0,2,1
1,0,-1
1,2,-1
2,0,-1
2,1,-1
2,2,1
3,0,-1
3,1,1
4,0,1
4,2,-1
5,0,1
5,1,1
5,2,1
6,1,1
7,1,1
8,1,-1
8,2,1
0,1,-1
0,2,-1
1,0,1
1,1,-1
2,0,-1
2,1,-1
2,2,1
3,0,-1
3,2,-1
4,0,1
4,1,1
4,2,1
5,0,-1
5,2,-1
6,0,1
7,0,-1
7,1,-1
8,0,-1
8,1,-1
0,0,-1
0,1,-1
0,2,1
1,1,1
2,0,-1
2,1,1
3,0,1
3,2,1
4,0,1
4,2,1
5,0,1
6,0,1
7,0,-1
7,2,-1
8,0,1
8,1,-1
8,2,1
0,0,-1
0,1,1
0,2,1
1,0,-1
1,2,-1
2,0,1
2,1,-1
2,2,-1
3,0,-1
3,1,1
3,2,1
4,0,1
5,1,1
5,2,-1
6,2,1
7,0,-1
7,1,1
8,0,1
8,1,1
0,1,1
0,2,1
1,0,-1
1,1,1
2,0,1
2,1,-1
3,0,-1
3,2,1
4,0,-1
4,2,1
5,1,-1
5,2,-1
6,1,-1
6,2,-1
7,0,-1
7,2,-1
8,1,-1
8,2,-1
0,0,-1
0,1,1
0,2,1
1,0,-1
1,1,1
1,2,1
2,0,-1
2,2,-1
3,0,-1
3,1,-1
4,0,-1
4,1,-1
4,2,1
5,0,1
5,1,-1
6,1,-1
6,2,-1
7,0,1
7,1,1
7,2,-1
8,0,1
8,1,1
8,2,-1
0,0,1
0,1,-1
0,2,-1
1,2,1
2,0,1
2,1,-1
2,2,-1
3,0,-1
3,1,1
3,2,1
4,0,-1
4,2,1
5,0,1
6,0,1
6,1,1
6,2,1
7,0,1
8,1,1
8,2,-1
0,1,-1
0,2,1
1,0,-1
1,1,1
1,2,1
2,1,-1
2,2,-1
3,0,1
3,1,1
3,2,-1
4,1,-1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,0,1
6,1,-1
6,2,-1
7,0,1
8,0,-1
8,1,-1
0,0,1
0,1,1
0,2,1
1,0,1
1,1,-1
1,2,-1
2,0,-1
2,1,1
2,2,1
3,0,1
3,2,1
4,0,-1
4,2,-1
5,1,1
6,0,1
6,1,1
6,2,-1
7,0,1
7,1,-1
7,2,1
8,0,-1
8,1,1
0,0,-1
0,1,1
1,0,1
1,1,-1
1,2,-1
2,0,-1
2,1,1
2,2,1
3,0,1
4,1,1
4,2,-1
5,0,-1
5,2,1
6,0,1
6,1,1
6,2,-1
7,2,1
8,0,1
8,1,-1
8,2,-1
0,0,-1
0,1,1
0,2,-1
1,1,1
2,0,-1
2,1,1
3,0,1
3,2,1
4,0,1
4,2,1
5,0,1
5,1,-1
5,2,1
6,0,-1
6,1,-1
7,0,1
7,1,1
7,2,-1
8,1,1
8,2,1
0,0,1
0,1,-1
0,2,1
1,1,1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
4,1,-1
4,2,1
5,1,1
6,1,-1
6,2,-1
7,0,-1
7,1,-1
8,0,1
8,2,1
0,0,1
0,1,-1
1,0,-1
1,1,1
1,2,1
2,0,-1
2,1,-1
3,0,1
4,1,1
5,0,1
5,1,-1
5,2,-1
6,0,-1
6,2,1
7,0,1
7,1,-1
7,2,-1
8,0,-1
8,2,1
0,1,1
1,1,1
1,2,-1
2,0,-1
2,2,1
3,0,1
4,2,1
5,1,-1
5,2,1
6,0,1
6,2,1
7,0,1
8,0,1
0,1,-1
0,2,-1
1,0,-1
1,1,-1
1,2,1
2,1,1
2,2,1
3,0,1
4,0,-1
4,1,-1
4,2,1
5,2,1
6,0,1
6,1,-1
6,2,-1
7,0,-1
7,1,1
7,2,1
8,1,1
8,2,1
0,0,-1
0,1,-1
1,1,1
2,0,1
3,0,1
4,0,1
4,1,1
4,2,1
5,0,-1
5,1,1
5,2,1
6,1,1
7,2,1
8,0,-1
8,1,-1
8,2,-1
0,0,-1
0,2,-1
1,0,-1
1,1,-1
2,0,-1
2,1,-1
3,0,-1
3,1,-1
3,2,-1
4,1,-1
4,2,-1
5,1,-1
5,2,1
6,1,1
6,2,-1
7,2,1
8,1,1
8,2,1
0,0,-1
0,1,1
1,2,1
2,0,1
2,2,1
3,0,-1
3,1,-1
3,2,-1
4,1,-1
4,2,1
5,0,1
5,2,-1
6,0,1
6,1,-1
6,2,-1
7,0,-1
7,2,-1
8,0,-1
8,1,-1
0,0,-1
0,2,1
1,0,1
2,0,-1
2,2,1
3,1,1
3,2,-1
4,0,1
5,1,-1
5,2,1
6,0,-1
6,1,-1
7,0,1
7,1,1
8,1,-1
8,2,-1
0,0,1
0,1,1
1,0,-1
1,1,-1
2,0,-1
2,1,1
3,0,1
4,1,1
4,2,-1
5,0,1
5,1,-1
5,2,1
6,0,1
6,1,1
6,2,1
7,0,1
7,2,1
8,0,1
8,1,1
8,2,-1
0,1,-1
0,2,1
1,1,1
2,1,1
2,2,-1
3,0,1
3,1,1
3,2,-1
4,0,1
4,1,1
5,0,1
5,1,1
5,2,1
6,0,-1
6,1,-1
6,2,1
7,0,1
7,1,-1
7,2,-1
8,1,1
8,2,-1
0,0,-1
0,2,1
1,0,1
1,1,1
2,0,1
3,0,-1
3,1,-1
3,2,1
4,0,-1
4,1,-1
4,2,1
5,0,1
6,0,1
6,1,1
6,2,-1
7,0,-1
7,1,-1
8,0,-1
8,1,-1
8,2,1
0,0,-1
0,1,-1
1,0,1
1,2,1
2,1,1
3,0,1
3,2,-1
4,0,1
4,2,-1
5,1,-1
5,2,-1
6,0,1
6,2,1
7,0,1
7,2,1
8,0,1
0,2,1
1,2,1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,1,1
5,2,1
6,1,-1
6,2,1
7,0,-1
7,1,1
7,2,-1
8,0,1
8,1,1
8,2,1
0,0,-1
0,2,-1
1,1,1
1,2,-1
2,0,1
2,1,1
3,0,1
3,2,1
4,1,-1
4,2,1
5,0,-1
5,2,-1
6,1,-1
6,2,1
7,0,-1
7,1,1
7,2,1
8,1,1
8,2,-1
0,1,-1
0,2,-1
1,0,1
1,1,1
1,2,1
2,0,1
2,2,1
3,2,1
4,0,1
5,0,1
5,1,-1
5,2,1
6,0,-1
6,2,1
7,1,-1
7,2,1
8,1,1
8,2,1
0,0,1
1,0,-1
1,1,-1
1,2,-1
2,0,1
2,2,-1
3,0,1
3,2,-1
4,0,1
4,1,-1
4,2,-1
5,1,-1
5,2,-1
6,1,1
6,2,-1
7,0,1
7,1,1
7,2,-1
8,1,1
0,1,1
0,2,-1
1,1,1
2,0,-1
2,2,-1
3,0,1
3,2,1
4,0,-1
4,2,-1
5,0,1
6,1,-1
6,2,-1
7,0,-1
7,2,-1
8,1,1
8,2,-1
0,0,1
1,1,-1
1,2,-1
2,0,1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
5,1,1
6,0,-1
6,1,1
6,2,-1
7,0,-1
7,1,-1
7,2,1
8,0,1
0,0,-1
0,2,1
1,0,1
1,2,-1
2,0,1
2,1,1
2,2,-1
3,0,-1
3,2,-1
4,0,-1
4,1,1
5,0,-1
5,2,1
6,0,-1
6,1,1
7,1,1
7,2,-1
8,0,-1
8,1,1
0,2,1
1,1,-1
1,2,1
2,0,1
3,0,1
3,1,-1
3,2,1
4,0,-1
4,2,1
5,0,1
5,1,1
5,2,-1
6,0,-1
6,1,-1
6,2,1
7,0,1
8,2,1
0,0,1
0,1,1
0,2,1
1,0,1
1,1,-1
1,2,-1
2,0,1
2,1,1
2,2,1
3,1,1
4,0,-1
4,1,-1
4,2,-1
5,1,1
6,1,-1
6,2,-1
7,0,1
7,1,-1
7,2,-1
8,0,-1
8,1,-1
0,1,1
1,1,1
2,2,1
3,1,-1
3,2,1
4,1,1
4,2,-1
5,1,1
6,1,1
7,0,1
7,2,1
8,1,1
8,2,1
0,0,1
0,1,1
0,2,-1
1,0,1
2,2,1
3,0,1
4,0,-1
4,1,-1
4,2,-1
5,0,1
5,2,1
6,1,-1
6,2,1
7,1,1
8,0,1
8,1,1
8,2,1
0,1,1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,0,1
3,1,1
3,2,1
4,0,1
5,0,1
5,1,-1
5,2,1
6,2,1
7,1,-1
7,2,-1
8,0,1
8,1,-1
8,2,1
0,0,-1
0,2,-1
1,0,-1
1,1,1
1,2,-1
2,1,1
3,2,1
4,1,-1
4,2,-1
5,0,1
5,2,-1
6,1,-1
6,2,-1
7,2,1
8,0,-1
8,2,1
0,1,-1
0,2,1
1,0,-1
1,1,-1
1,2,-1
2,0,1
2,1,1
2,2,1
3,1,-1
3,2,1
4,2,1
5,0,-1
5,1,-1
5,2,1
6,0,1
6,2,1
7,1,1
7,2,1
8,0,-1
8,1,-1
0,0,1
0,1,1
0,2,1
1,1,-1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,1,1
4,0,-1
4,1,-1
4,2,1
5,0,1
5,2,-1
6,0,-1
6,2,1
7,0,1
7,1,1
7,2,1
8,0,-1
8,2,1
0,2,1
1,0,-1
1,1,1
1,2,-1
2,1,1
3,0,1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,1,-1
5,2,1
6,0,1
7,2,1
8,1,-1
8,2,-1
0,0,1
0,1,1
0,2,1
1,0,-1
1,1,-1
2,1,1
3,0,-1
3,1,1
3,2,1
4,0,1
5,1,-1
5,2,-1
6,0,1
7,2,1
8,2,1
0,0,1
0,2,-1
1,0,1
1,2,1
2,1,1
3,0,1
3,1,-1
3,2,-1
4,2,1
5,0,-1
5,1,1
5,2,-1
6,0,1
6,1,1
6,2,1
7,0,1
7,1,1
7,2,-1
8,0,1
8,2,-1
0,1,1
0,2,-1
1,0,-1
1,1,1
1,2,-1
2,2,1
3,1,1
4,0,1
5,0,-1
5,2,1
6,0,-1
6,1,-1
7,0,1
7,2,-1
8,0,1
8,1,-1
0,0,1
0,2,1
1,0,-1
1,1,1
1,2,-1
2,1,-1
2,2,-1
3,2,1
4,1,-1
4,2,-1
5,0,-1
5,2,-1
6,2,1
7,0,1
8,0,-1
8,2,-1
0,0,-1
0,2,1
1,0,1
2,0,1
2,1,1
2,2,-1
3,0,1
3,1,-1
4,0,1
5,0,1
6,0,1
6,1,1
6,2,1
7,0,1
8,2,1
0,1,-1
0,2,-1
1,0,1
2,0,-1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
4,0,1
5,0,1
5,1,-1
6,0,1
6,1,-1
6,2,-1
7,0,1
8,0,1
8,1,-1
0,0,-1
